نام موسسه,عنوان دوره,مبلغ دوره,بازه سنی,مقطع تحصیلی
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",توسعه بک اند با Node.js,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",توسعه فرانت اند با React,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",برنامه جامع مهارت های کامپیوتری,11500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",ETABS,26500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",SAFE,12150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",AutoCad برای مهندسی عمران,9900000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",متره و برآورد,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",امور قراردادها(عمران),12150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نرم افزار Tadbir,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نرم افزار Tekla,12200000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نرم افزار Tadkaar,12200000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اکسل برای مهندسی عمران,12200000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نقشه خوانی سازه و معماری,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره جامع مهندسی عمران,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",هوش مصنوعی و ترفند بازار کار,35500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره نظام مهندسی طراحی,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره نظام مهندسی اجرا,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره نظام مهندسی نظارت,11000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نقشه کشی(مقدماتی و پیشرفته),11500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اکسل برای معماری,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",طراحی داخلی,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",فوتوشاپ معماری,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Lumion,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Corona Render,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",V-Ray,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Revit,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",3ds Max,12200000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",AutoCad,9200000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره جامع معماری,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اصول ثبت اختراع و مالکیت معنوی,35500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",رزومه نویسی,4500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مقاله نویسی (مقدماتی),4500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مقاله نویسی (پیشرفته),6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",فروش آنلاین طلا بدون سرمایه,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",فروشندگی طلا با سرمایه گذاری,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"استخر قصر موج
(شماره تماس: 03134343461)
آدرس: خانه اصفهان، میدان ماه فرخی، خیابان ماه فرخی",سانس استخر,150000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"استخر قصر موج
(شماره تماس: 03134343461)
آدرس: خانه اصفهان، میدان ماه فرخی، خیابان ماه فرخی",سانس استخر,150000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"استخر قصر موج
(شماره تماس: 03134343461)
آدرس: خانه اصفهان، میدان ماه فرخی، خیابان ماه فرخی",سانس استخر,150000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"استخر قصر موج
(شماره تماس: 03134343461)
آدرس: خانه اصفهان، میدان ماه فرخی، خیابان ماه فرخی",سانس استخر,2500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"موسسه آموزشی تکین
(شماره تماس: 03136624957-09131008133)
آدرس: خیابان آبشار اول، روبروی خانه هنرمندان",ریاضی(پایه اول),6220000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"موسسه آموزشی تکین
(شماره تماس: 03136624957-09131008133)
آدرس: خیابان آبشار اول، روبروی خانه هنرمندان",ریاضی(پایه اول),6220000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"موسسه آموزشی تکین
(شماره تماس: 03136624957-09131008133)
آدرس: خیابان آبشار اول، روبروی خانه هنرمندان",فارسی(پایه اول),7290000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"موسسه آموزشی تکین
(شماره تماس: 03136624957-09131008133)
آدرس: خیابان آبشار اول، روبروی خانه هنرمندان",فارسی(پایه اول),6220000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
